Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
RS-F-4306072-13214-20240502,Cristal do Sul,RS,Sul,04/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4306072,"430607205000001, 430607205000002, 430607205000003, 430607205000004, 430607205000005, 430607205000006, 430607205000007, 430607205000008",Reconhecido,"Conforme relatorio da assistencia social o desastre atingiu, toda a população do Municipio , aproximadamente 2.826 habitantes, sendo que 08 pessoas ficaram desabrigadas e 04 desalojados.",0,0,0,8,4,0,0,12,2814,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4314456-13214-20240502,Pinhal,RS,Sul,05/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4314456,"431445605000005, 431445605000002, 431445605000001, 431445605000003, 431445605000004, 431445605000007, 431445605000006, 431445605000008",Reconhecido,"conforme relatório social, 45 famílias(150 pessoas) ficaram desabrigados e necessitaram serem acolhidos no abrigo montando junto ao ginásio municipal 29 de abril.",0,0,0,150,0,0,0,150,2809,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4306320-13214-20240502,Derrubadas,RS,Sul,07/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4306320,"430632005000003, 430632005000013, 430632005000012, 430632005000002, 430632005000008, 430632005000010, 430632005000009, 430632005000007, 430632005000001, 430632005000011, 430632005000005, 430632005000004, 430632005000006",Reconhecido,"Conforme relatório social, toda população do município foi atingida direta ou indiretamente pelo evento de chuvas intensas, aproximadamente 2.751 pessoas. Devido aos grandes volumes pluviométricos, rios transbordaram ocasionando alagamentos, com isso tivemos 03 famílias, 12 pessoas desalojadas. O município ainda foi afetado pela falta de energia elétrica, bloqueio de estradas e ruas e, ainda, teve cancelamento de aulas",0,0,0,0,12,0,0,12,2739,"Tendo em vista a gravidade dos eventos adversos que assolam o município,o levantamento de dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município,o levantamento de dados restam prejudicados uma vez que os eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município,o levantamento de dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município,o levantamento de dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4323705-13214-20240502,Vista Gaúcha,RS,Sul,06/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4323705,"432370505000004, 432370505000005, 432370505000001, 432370505000003, 432370505000002, 432370510000005, 432370510000004, 432370510000003, 432370510000001, 432370510000002",Reconhecido,"Conforme relatório social toda a população do município foi atingidas direta ou indiretamnete pelo evento de chuvas intensas, aproximadamente 2.783. Devido aos grandes volumes pluviométricos rios transbordaram ocasionando alagamentos, com isso tivemos 14 famílias, 56 pessoas desalojadas. O município ainda foi afetada pela falta de energia elétrica, bloqueio de estradas e ruas e ainda teve cancelamento das aulas.",0,0,0,0,56,0,0,56,2727,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.
",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.
",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.
",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.
",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4318457-13214-20240502,São José das Missões,RS,Sul,03/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4318457,"431845705000009, 431845705000002, 431845705000008, 431845705000001, 431845705000003, 431845705000004, 431845705000005, 431845705000006, 431845705000007",Reconhecido,"Em decorrência das fortes chuvas, ocasionou transbordamento de rios, desalojando duas famílias, uma na Linha Primeiro de Maio com 4 pessoas e outra na Linha Manjolo com 4 pessoas.",0,0,0,0,8,0,0,8,2712,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4315321-13214-20240502,Quevedos,RS,Sul,03/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4315321,"431532105000004, 431532105000003, 431532105000002, 431532105000006, 431532105000005, 431532105000001, 431532105000008",Reconhecido,"TODA A POPULAÇÃO DO MUNICÍPIO FORAM AFETADAS, DEVIDO A PREJUÍZOS EM LAVOURAS PARA SUBSISTÊNCIA, BEM COMO PARA 
DESLOCAMENTO PARA POSTTOS DE SAÚDE E ESCOLAS MUNICIPAIS, DEVIDO AOS DANOS EM ESTRADAS, PONTES INTEMUNICIPAIS E MUNICIPAIS E PONTILHÕES QUE FORAM DANIFICADO.
",0,0,0,0,2,0,0,2,2708,"TENDO EM VISTA A GRAVIDADE DOS EVENTOS ADVERSOS QUE ASSOLAM O MUNICÍPIO, O LEVANTAMENTO DOS DADOS RESTAM PREJUDICADOS UMA VEZ QUE OS EVENTOS ADVERSOS AINDA PERSISTEM.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"TENDO EM VISTA A GRAVIDADE DOS EVENTOS ADVERSOS QUE ASSOLAM O MUNICÍPIO, O LEVANTAMENTO DOS DADOS RESTAM PREJUDICADOS UMA VEZ QUE OS EVENTOS ADVERSOS AINDA PERSISTEM.",,,,,,"TENDO EM VISTA A GRAVIDADE DOS EVENTOS ADVERSOS QUE ASSOLAM O MUNICÍPIO, O LEVANTAMENTO DOS DADOS RESTAM PREJUDICADOS UMA VEZ QUE OS EVENTOS ADVERSOS AINDA PERSISTEM.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"TENDO EM VISTA A GRAVIDADE DOS EVENTOS ADVERSOS QUE ASSOLAM O MUNICÍPIO, O LEVANTAMENTO DOS DADOS RESTAM PREJUDICADOS UMA VEZ QUE OS EVENTOS ADVERSOS AINDA PERSISTEM.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4318440-13214-20240502,São Jorge,RS,Sul,04/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4318440,"431844005000005, 431844005000003, 431844005000004, 431844005000002, 431844005000001",Reconhecido,90 pessoas foram desalojadas mas todas foram para casa de parentes.,0,0,0,0,90,0,0,90,2684,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4320321-13214-20240502,Senador Salgado Filho,RS,Sul,06/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4320321,"432032112000005, 432032115000002, 432032115000001, 432032115000003, 432032112000003, 432032112000004, 432032105000002, 432032105000004, 432032105000001, 432032105000003, 432032110000002, 432032110000001, 432032110000003, 432032112000002, 432032112000001",Reconhecido,"Conforme relatório social toda a população do município rural e urbana foram atingidas, aproximadamente 2.673 habitantes.",0,0,0,0,0,0,0,0,2673,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4321634-13214-20240502,Três Arroios,RS,Sul,06/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4321634,"432163405000005, 432163405000006, 432163405000004, 432163405000003, 432163405000002, 432163412000002, 432163412000003, 432163405000001, 432163405000007, 432163405000009, 432163405000008, 432163412000001",Reconhecido,"Cumpre destacar que toda população de 2.591 habitantes, tanto da área urbana quanto rural do município foi afetada em função dos danos decorrentes do alagamento causando prejuízo tanto a bens públicos como privados. Verificou-se 11 desalojados na área urbana do município devido ao alagamento na avenida Felipe Kops, além disso, parte da população residente na Linha Santa Cruz e Linha Lajeado Leão sofreu desabastecimento de água potável e interrupção no fornecimento de energia elétrica.",0,0,0,0,11,0,0,11,2580,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4316428-13214-20240502,Sagrada Família,RS,Sul,03/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4316428,"431642805000002, 431642815000001, 431642815000002, 431642815000003, 431642815000004, 431642805000005, 431642805000006, 431642805000003, 431642805000004, 431642805000007, 431642805000001",Reconhecido,Conforme relatório social 16 pessoas ficaram desalojadas no município.,0,0,0,0,16,0,0,16,2579,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4308052-13214-20240502,Faxinalzinho,RS,Sul,03/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4308052,"430805205000001, 430805205000002, 430805205000003, 430805205000004, 430805205000005, 430805205000006, 430805205000007",Reconhecido,"Conforme relatório social toda a população do município foi atingida pelas consequências do evento, área rural e urbana, aproximadamente 2.567 habitantes, sendo que 12 pessoas ficaram desalojadas.",0,0,0,0,12,0,0,12,2555,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os 
eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4319737-13214-20240502,São Valério do Sul,RS,Sul,07/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4319737,"431973705000007, 431973705000001, 431973705000002, 431973705000005, 431973705000006, 431973705000004, 431973705000003, 431973705000008",Reconhecido,"Conforme relatório social, toda a população foi atingida direta ou indiretamente pelo evento de chuvas intensas, aproximadamente 2.543 pessoas. Devido aos grandes volumes pluviométricos rios transbordaram ocasionando alagamentos, com isso tivemos famílias em situação de risco e vulnerabilidade. O Município ainda foi afetado pela falta de energia elétrica, bloqueio de estradas, e ruas e ainda teve cancelamento de aulas.",0,0,0,0,0,0,0,0,2543,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",,,,,,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tendo em vista a gravidade dos eventos adversos que assolam o município, o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4301958-13214-20240502,Barra Funda,RS,Sul,03/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4301958,"430195805000001, 430195805000007, 430195805000006, 430195805000009, 430195805000004, 430195805000005",Reconhecido,"conforme relatório social toda a população do município rural e urbana foram atingidas, aproximadamente 2.550 habitantes, sendo que 24 pessoas ficaram desalojadas devido aos alagamentos decorrentes das intensas chuvas.",0,0,0,0,24,0,0,24,2526,Tendo em vista a gravidade dos eventos adversos que assolam o município o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,Tendo em vista a gravidade dos eventos adversos que assolam o município o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.,,,,,,Tendo em vista a gravidade dos eventos adversos que assolam o município o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tendo em vista a gravidade dos eventos adversos que assolam o município o levantamento dos dados restam prejudicados uma vez que os eventos adversos ainda persistem.,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-F-4315354-13214-20240502,Quinze de Novembro,RS,Sul,02/05/2024,02/05/2024,13214,13.00,Chuvas Intensas,Hidrológico,4315354,,Reconhecido,"Conforme os laudos do departamento de educação,Obras de viação urbanismo e EMATER ,a população mais atingida reside na área rural :Santa Clara e Sete de Setembro .",0,0,0,0,0,0,0,0,2500,Conforme levantamento de estradas e bueiros foram danificadas pontes parcialmente comprometidas .,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,Conforme informaçãoes da equipe de água houve registros de falta de agua e foi preciso fazer alguns reparos .,,,,,,Conforme pareceres técnicos .,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Na soja dos 10.000 há que normalmente que são cultivados,no momento esta com 35 % da área cultivada. No milho  há perdas na fertilidade devido ao escorrimento superficial da agua da chuva,que esta levando grande parte do solo . Na atividade de bovina de leite sofre com excesso de lama formada nos entornos das instalações ,dificuldade de manejo e falta de pastagem .Nas culturas de hortaliças houve perda praticamente total devido a estragos ocasionado pelas chuvas .a info  estrutura de estradas esta comprometidas ,estradas estão alagadas ,destruídas intransitáveis,com afloramento de vertentes ,pedras deslocadas impedindo o transito de veículos. Nas propriedades houve destelhamento de galpões e queda de galhos e arvores e estao sendo feito levantamentos mais preciso para os proximos dias.",0.00,0.00,0.00,0.00,0.00,0.00,0.00
